first_name,last_name,variant,state,purchase_freq,is_in_another_exp,result
Stephaine,Skursky,B,TN,low,0,1
Shenika,Mauson,A,PA,low,0,0
Alishia,Leto,A,OR,low,0,0
Heike,Diestel,B,TN,low,0,0
Elvera,Isaacs,A,TX,low,0,0
James,Bookamer,A,NJ,low,0,0
Myra,Waymire,B,OR,low,0,0
Lettie,Cetta,A,NY,low,0,0
Helene,Papasergi,B,PA,low,0,0
Melodie,Husser,B,PA,low,0,1
Jade,Juhas,B,NJ,low,0,0
Denise,Reitler,A,TX,low,0,0
Marvel,Cryer,A,NJ,low,1,0
Bernardine,Knipp,B,MI,medium,0,0
Antione,Bubash,B,MN,low,0,1
Delmy,Calvaresi,B,NJ,low,0,0
Jade,Stockham,B,KS,low,0,0
Eden,Lacovara,B,RI,low,0,0
Leatha,Lace,B,NY,low,0,0
Lauran,Maynerich,B,CA,low,0,1
Thaddeus,Fallick,A,FL,high,1,1
Merilyn,Knipp,A,TN,low,0,0
Viva,Bachman,A,VA,high,0,0
Becky,Liukko,A,TX,low,1,0
Kimbery,Scipione,B,OH,low,0,0
Beatriz,Liukko,A,MA,low,0,1
Helga,Regusters,B,WA,low,0,0
Alisha,Kines,A,MD,medium,0,0
Helene,Chui,A,PA,low,0,0
Jose,Maisto,B,IN,low,0,0
Graciela,Caudy,A,CA,low,0,0
Kristofer,Rantanen,B,WA,medium,0,0
Maryann,Brideau,B,TX,high,0,0
Joesph,Giguere,B,MA,low,0,0
Pete,Centini,A,NY,medium,0,0
Yuki,Gillaspie,B,CA,medium,0,0
Shalon,Kippley,B,CO,low,0,1
Viva,Leinenbach,B,FL,high,0,0
Clorinda,Schmaltz,B,CA,low,0,0
Marguerita,Hudnall,A,TN,low,0,0
Lizette,Kownacki,A,WI,low,0,0
Carmen,Kampa,B,NJ,medium,0,0
Amber,Acuff,B,TN,low,0,0
Virgina,Lietz,A,CA,low,0,0
Lavera,Linahan,B,MA,low,0,0
Louisa,Mastella,B,TX,low,1,1
Pete,Worlds,B,AK,medium,0,1
Samira,Lawler,B,TX,low,1,0
Malcolm,Madarang,A,CA,low,0,0
Allene,Corbley,B,CA,medium,1,0
Dottie,Klimek,B,NJ,low,0,0
Chau,Dubaldi,B,PA,low,0,0
Lashaunda,Angalich,A,NY,low,0,0
Elly,Gwalthney,A,CA,low,0,0
Billye,Honeywell,A,PA,low,0,0
Renea,Schieler,B,MN,low,1,0
Taryn,Cork,B,MD,low,1,0
Gracia,Fillingim,B,AZ,low,1,0
Melodie,Munis,A,MD,low,0,0
Leonida,Tolfree,B,LA,low,0,0
Ammie,Eroman,B,FL,low,0,1
Laurel,Zagen,A,NY,low,0,0
Teri,Cloney,A,ID,low,1,0
Cecil,Upthegrove,B,AK,low,0,0
Sheron,Perez,B,PA,low,0,0
Antione,Candlish,A,MD,low,0,0
Alisha,Treston,B,CA,medium,0,0
Olive,Craghead,B,FL,medium,1,0
Jerry,Grenet,B,NJ,low,0,0
Maryann,Wrinkles,A,PA,low,0,0
Daron,Stenseth,B,NJ,high,1,0
Daren,Gellinger,B,NC,low,0,0
Dalene,Amyot,A,AZ,low,0,0
Charlene,Callaro,A,NJ,medium,0,0
Theodora,Hidvegi,A,NJ,low,0,0
Iluminada,Padilla,B,ID,low,0,0
Carin,Berray,A,OH,low,0,0
Nieves,Mauson,B,MD,low,0,0
Norah,Plumer,B,PA,medium,0,0
Regenia,Ventura,A,MA,low,0,0
Glendora,Bruschke,A,AZ,low,0,0
Kris,Weight,A,NJ,low,1,1
Maryann,Bubash,B,ND,low,1,0
Willard,Schmaltz,A,NY,low,0,0
Sue,Brossart,B,CA,low,0,0
Janey,Scipione,B,NM,low,0,0
Paz,Aredondo,B,PA,medium,0,0
Lashon,Dewar,A,MA,low,1,0
Theola,Bookamer,B,TX,low,0,0
Buddy,Menter,B,NV,medium,0,0
Quentin,Haroldson,B,NJ,low,1,0
Lorrie,Wenner,A,NC,low,0,0
Minna,Thyberg,A,OH,low,0,0
Elza,Hellickson,A,CA,low,0,1
Pamella,Mcrae,A,TX,low,0,1
Lorrie,Butzen,A,IN,low,0,0
Tresa,Boulter,B,CA,low,0,0
Margart,Schieler,A,NY,medium,0,0
Marguerita,Konopacki,B,CA,low,0,0
Eden,Wardrip,B,AZ,low,0,1
Cristal,Perin,B,CT,low,1,0
Dalene,Ferrario,A,FL,low,1,0
Gary,Hellickson,A,TN,low,1,0
Charlene,Chesterfield,A,NY,low,0,0
Denise,Bachman,A,FL,medium,0,1
Ceola,Cloney,A,NV,low,0,0
Barbra,Blunk,A,CA,low,0,0
Cheryl,Cartan,B,WA,low,1,1
Brock,Fredicks,B,TN,low,1,0
Emerson,Stem,A,TN,low,0,0
Brock,Shadrick,B,NY,medium,0,0
Bobbye,Paprocki,B,AZ,low,1,0
Alaine,Kannady,B,MD,low,0,0
Gary,Greenbush,B,TX,low,0,0
Vincent,Fern,B,AK,low,0,0
Rima,Lace,B,IL,low,0,0
Yolando,Villanueva,A,KS,low,0,0
Blair,Julia,A,ND,low,0,0
Ressie,Vocelka,B,OR,low,0,0
Golda,Nicka,A,CA,low,0,0
Norah,Keener,A,LA,low,0,0
Kris,Hagele,A,CT,medium,0,0
Sylvia,Bennick,B,RI,low,1,0
Fausto,Klonowski,A,MN,low,0,0
Yuki,Andreason,A,OH,low,1,0
Dalene,Schirpke,A,SC,low,0,0
Dierdre,Boord,B,SC,low,1,0
Delisa,Liukko,A,TN,high,1,0
Rikki,Isaacs,A,MD,low,1,0
Geoffrey,Yaw,A,NJ,low,0,0
Clay,Francescon,A,DC,low,0,0
Barrett,Jeanty,B,IL,medium,0,0
Lai,Engelberg,A,PA,low,0,0
Gwenn,Yori,B,WI,low,0,1
Roselle,Pedrozo,A,TX,low,1,0
Cassi,Mauson,B,IL,medium,0,1
Carissa,Palaia,A,NJ,low,0,0
Staci,Brachle,B,NJ,low,0,0
Leota,Strassner,A,NY,low,0,1
Britt,Fern,B,MS,low,0,0
Rasheeda,Farrow,B,FL,low,0,0
Brock,Ketelsen,B,CA,low,0,0
Renea,Foller,A,TX,low,1,0
Merilyn,Ketelsen,A,TX,low,0,0
Whitley,Oles,A,MS,medium,0,0
Maile,Aredondo,B,WI,low,0,0
Penney,Dickerson,B,MD,low,0,0
Tyra,Lipke,A,VA,low,0,0
Stephane,Devreese,B,NJ,low,0,0
Johnetta,Amyot,A,PA,low,0,0
Rasheeda,Newville,B,MD,high,0,0
Catarina,Samu,B,NJ,low,0,1
Lili,Rulapaugh,A,CA,medium,1,0
My,Tomasulo,B,MN,low,0,1
Jade,Baltimore,A,TX,low,0,1
Tammara,Devreese,A,TX,low,0,0
Alyce,Melnyk,A,PA,low,0,0
Alecia,Mastella,B,VA,low,0,0
Geoffrey,Bourbon,A,TX,low,0,1
Rolande,Parlato,B,AK,low,0,1
Maile,Skulski,B,NY,low,0,0
Kenneth,Kardas,B,NV,low,0,0
Ciara,Hamilton,B,MO,low,1,0
Buddy,Fillingim,A,NJ,high,0,0
Mitsue,Menter,A,PA,high,1,0
Lonna,Louissant,A,OR,low,1,0
Loren,Lace,A,IN,low,0,0
Shonda,Sama,A,MD,low,1,0
Melissa,Meinerding,A,NJ,medium,1,0
Truman,Timenez,B,NJ,low,0,0
Layla,Bartolet,B,KS,low,0,0
Ettie,Stuer,B,OH,low,0,0
Sarah,Wolny,A,MA,low,0,0
Tyra,Semidey,B,NY,low,0,0
Teddy,Gillaspie,B,CA,low,0,0
Quentin,Rhoden,A,GA,medium,0,0
Allene,Tomasulo,B,CA,low,0,0
Dalene,Amigon,A,CA,high,1,0
Talia,Amyot,B,TX,medium,0,1
Cecilia,Hagele,B,NY,low,0,0
Janine,Nachor,B,PA,medium,1,0
Teri,Mai,B,PA,medium,0,0
Nu,Denooyer,B,PA,low,0,0
Weldon,Lace,B,NJ,high,0,1
Hubert,Greenbush,A,TN,low,1,0
Francine,Meteer,B,NJ,low,1,0
Yuki,Ostolaza,B,NJ,low,0,0
Olive,Batman,A,NJ,low,1,1
Gary,Threets,A,CA,low,1,1
Janey,Fillingim,B,NC,low,0,0
Dulce,Pinilla,B,FL,low,0,0
Timothy,Cryer,A,MI,low,1,0
Glen,Hidvegi,A,LA,low,0,0
Daniel,Auber,B,MS,low,0,0
Hermila,Schnitzler,B,NY,low,0,0
Kati,Caudy,B,MI,high,0,1
Mozell,Louissant,B,NJ,medium,0,0
Venita,Eroman,A,AK,medium,0,0
Vallie,Sama,A,FL,low,1,1
Leota,Rowling,A,TN,low,0,1
Janine,Honeywell,B,PA,low,1,1
Venita,Hoa,B,NJ,low,0,0
Sheron,Coody,A,PA,low,0,0
Caitlin,Wolfgramm,B,NY,low,0,1
Lorrine,Shin,A,IN,low,0,1
Claribel,Lueckenbach,B,CA,low,0,0
Layla,Dopico,B,RI,low,0,0
Lucina,Stimmel,A,IL,low,0,0
Annelle,Plumer,B,NJ,low,0,0
Jerry,Greenbush,A,LA,low,0,0
Jamal,Keener,A,CA,low,0,0
Refugia,Lary,A,NY,low,0,0
Cristal,Maybury,A,NY,low,0,0
Jolene,Yum,A,LA,low,1,0
Kristofer,Lizama,A,CA,low,0,0
Krissy,Ohms,B,AK,low,0,0
Mollie,Munis,A,PA,low,0,0
Bobbye,Wiklund,B,ID,low,0,0
Refugia,Perigo,B,NJ,low,0,0
Leonida,Bevelacqua,B,FL,low,0,0
Lonna,Frankel,B,MI,low,0,0
Zona,Riden,A,NM,low,0,0
Carma,Yglesias,B,NY,low,0,0
Dorothy,Silvestrini,A,LA,low,0,0
Jamal,Smith,B,CA,low,0,0
Karl,Korando,A,MI,low,1,0
Fabiola,Konopacki,B,FL,low,0,0
Jerry,Arceo,A,TX,high,0,0
Lizette,Heimann,A,NY,low,1,0
Vincenza,Felger,B,IL,low,0,0
Kate,Biddy,B,NY,low,0,0
Deandrea,Maisto,B,NJ,low,1,0
Charlene,Keneipp,A,MA,low,1,1
Annmarie,Tolfree,A,TN,low,1,0
Sherita,Turinetti,A,PA,low,0,1
Quentin,Meinerding,A,PA,low,0,0
Kate,Mclaird,A,GA,high,0,0
Annmarie,Regusters,A,OH,low,0,0
Blair,Chickering,A,CA,low,0,0
Cherry,Kulzer,B,VA,low,0,0
Cyril,Vocelka,A,NJ,medium,0,0
Danica,Fredicks,B,AK,high,0,0
Marguerita,Demesa,B,MD,low,0,0
Rhea,Honeywell,B,FL,low,0,0
Herman,Riden,B,OK,low,1,0
Buddy,Dubaldi,B,NY,medium,0,0
Raymon,Dilello,B,MI,low,0,0
Emerson,Vizarro,A,WA,low,1,0
Clay,Mulqueen,A,MI,low,0,0
Jacqueline,Sarao,A,MI,low,0,0
Scarlet,Acey,B,MT,low,0,0
Carmelina,Paulas,A,NH,low,1,0
Norah,Sahagun,A,PA,low,1,0
Junita,Acey,B,MO,low,1,0
Natalie,Lungren,A,NJ,low,0,0
Lashon,Gobern,B,NY,low,0,0
Maile,Eroman,A,CA,low,0,0
Garry,Ennaco,A,GA,low,0,0
Dulce,Scipione,B,TN,low,0,0
Jade,Berganza,A,NJ,medium,0,0
Ilene,Schirpke,A,WA,low,0,0
Sharika,Nicka,B,NJ,low,1,0
Martina,Hoa,B,TX,low,0,0
Catalina,Bilden,B,CA,low,0,0
Dalene,Cryer,B,TX,low,0,0
Detra,Palaia,A,PA,low,0,0
Beckie,Brideau,B,MI,high,0,0
Roselle,Vanheusen,A,NY,low,0,0
Rima,Wolny,B,CO,medium,1,1
Paris,Batman,A,FL,low,0,0
Felicidad,Chaffins,B,OR,low,0,0
Elvera,Lother,B,NJ,high,1,0
Louisa,Flister,B,CA,high,0,1
Talia,Kusko,B,NY,low,0,0
Stephaine,Calvaresi,B,CA,medium,0,0
Freeman,Pelkowski,A,CO,high,0,0
Lashon,Keetch,A,WA,low,0,0
France,Hoa,B,CA,low,0,1
Aliza,Toelkes,B,WI,low,0,0
Chaya,Venere,B,TX,low,1,0
Fabiola,Schmierer,A,KS,low,1,0
Danica,Funnell,B,TX,low,1,0
Devora,Schemmer,A,FL,low,0,0
Vilma,Lother,B,PA,low,0,0
Georgene,Seewald,B,CA,low,0,1
Ressie,Saras,B,NY,low,0,0
Venita,Munns,A,NY,low,0,0
Jerry,Hellickson,A,CA,medium,0,0
Martina,Layous,A,NJ,low,0,0
Alex,Degonia,A,WY,low,0,0
Twana,Limmel,B,ID,low,0,1
Herminia,Rulapaugh,B,NY,low,0,1
Donette,Ferencz,A,CA,medium,0,0
Rebecka,Slusarski,A,IL,low,0,0
Jolanda,Berray,B,MA,medium,1,0
Becky,Saylors,A,CA,low,0,0
Erinn,Eroman,B,PA,low,0,0
Nichelle,Gillian,B,CO,low,0,0
Marge,Venere,B,PA,low,0,0
Salome,Beech,B,NJ,low,0,0
Regenia,Perigo,B,FL,low,0,0
Pete,Mauson,A,CA,low,0,0
Geoffrey,Mondella,A,TN,low,1,0
Aliza,Gesick,B,TX,high,0,0
Malinda,Devreese,B,FL,low,0,0
Arlette,Nicolozakes,A,TX,low,0,0
Latrice,Buemi,B,CA,low,0,0
Janey,Morocco,A,CA,low,1,0
Nieves,Saulter,A,NY,low,0,0
Tasia,Ostolaza,A,NJ,low,0,0
Graciela,Upthegrove,A,CA,high,1,0
Peggie,Rhym,A,NY,low,0,0
Martina,Latzke,A,CA,medium,0,0
Chauncey,Suell,A,WI,low,0,0
Nan,Hollack,A,IA,low,0,0
Yoko,Jurney,B,CA,low,0,0
Deandrea,Luczki,A,NC,low,0,0
Dorothy,Uyetake,A,KY,low,0,0
Josephine,Lorens,B,NJ,low,0,0
Christiane,Munns,B,NJ,low,1,0
Cheryl,Klimek,B,NJ,low,0,0
Maurine,Jeanty,A,MD,low,1,0
Staci,Ennaco,A,WY,low,1,1
Rima,Padilla,B,NY,low,0,1
Candida,Hirpara,A,CO,high,0,0
Elke,Loader,B,FL,low,0,0
Becky,Zurcher,B,TX,low,0,0
Jesusita,Ryser,A,OH,high,0,0
Olive,Rantanen,B,LA,high,1,0
Albina,Lizama,B,IL,high,0,0
Kallie,Vonasek,A,PA,low,0,0
Refugia,Slayton,B,CA,low,1,0
Sylvie,Keneipp,A,CA,low,0,0
Kirk,Reitler,A,IL,low,0,0
Freeman,Husser,A,HI,low,0,0
Glendora,Drymon,B,RI,low,0,0
Sheron,Paulas,A,PA,low,0,0
Jesusita,Batman,A,NJ,medium,0,0
Scarlet,Maillard,A,NJ,low,0,0
Kasandra,Merced,B,IN,low,0,0
Leatha,Farrar,B,MD,low,0,0
Karl,Lungren,A,CA,low,0,0
Laurel,Butt,A,MO,medium,0,0
Kerry,Westerbeck,B,TX,low,0,0
Flo,Lawler,B,NC,low,0,0
Daron,Cork,A,CA,medium,1,0
Joni,Claucherty,A,MS,low,0,0
Britt,Tromblay,A,NY,low,0,0
Jesusita,Hollack,A,MA,low,1,0
Graciela,Saulter,B,NY,low,0,0
Fausto,Corrington,B,IN,low,0,0
Gwenn,Cetta,B,FL,low,1,0
Cory,Kampa,B,NJ,low,1,0
Carissa,Timenez,B,VA,low,0,0
Tegan,Waymire,B,MD,low,0,0
Kayleigh,Matuszak,A,NJ,low,0,0
Erinn,Gato,B,FL,medium,1,0
Izetta,Papasergi,B,NY,low,0,0
Izetta,Coyier,A,KS,low,0,0
Erinn,Keetch,B,CA,low,0,0
Merilyn,Reiber,B,NY,low,0,0
Tasia,Poquette,B,MD,low,0,0
Detra,Lipkin,B,CA,low,0,0
Nobuko,Monarrez,B,OH,low,0,0
Kattie,Konopacki,B,WA,low,0,0
Mattie,Nicolozakes,B,NY,low,0,0
Ozell,Calvaresi,A,MI,low,0,0
Cristal,Upthegrove,B,CA,low,0,1
Malcolm,Bowley,B,OH,low,0,0
Fannie,Vanausdal,A,FL,medium,0,0
Lonny,Gillian,A,NY,low,1,0
Ettie,Zepp,A,VA,low,0,0
Laurel,Hollack,B,MN,low,0,0
Audry,Rhym,B,TX,low,0,0
Lorrie,Plumer,A,TX,low,0,0
Justine,Tegarden,B,TX,medium,0,0
Ernie,Mirafuentes,A,NY,low,0,0
Cristy,Vizarro,A,MN,low,1,0
Amie,Devreese,B,NJ,low,0,0
Kirk,Dhamer,B,MI,low,0,0
Weldon,Upthegrove,A,MI,low,0,0
Antione,Menter,A,IN,low,0,0
Oretha,Zepp,A,WI,low,0,0
Bobbye,Munis,A,NY,low,0,0
Deeanna,Lukasik,B,NJ,low,1,0
France,Gleich,A,PA,low,1,0
Glenna,Sweigard,B,CA,low,0,0
Cherry,Moyd,B,NY,low,0,0
Kimberlie,Brossart,B,IN,low,1,0
Donte,Degonia,B,AZ,low,1,0
Rodolfo,Shire,B,MS,high,0,1
Karan,Gillaspie,B,NJ,low,0,0
Kristofer,Tegarden,B,AZ,low,0,0
Estrella,Sturiale,A,AZ,low,1,0
Donte,Berray,B,MO,low,0,0
Carissa,Baltimore,B,FL,low,0,0
Izetta,Melnyk,A,TX,low,0,0
Alesia,Bitsuie,B,CT,low,0,0
Cyril,Coody,A,IL,low,0,0
Tresa,Herritt,A,IN,low,0,0
Cheryl,Brideau,B,MD,low,0,0
Charlene,Kulzer,B,IL,low,0,0
Dean,Briddick,B,CA,low,0,0
Rosio,Halsey,B,WI,low,0,0
Lonna,Oldroyd,B,FL,low,0,0
Fletcher,Parlato,A,NC,low,0,0
Tiffiny,Kines,A,NY,low,0,0
Lashaunda,Lindall,A,CA,high,0,0
Mireya,Galam,B,AZ,medium,0,0
Katina,Haufler,A,MD,low,0,0
Alline,Gotter,B,IL,low,0,0
Dorthy,Galam,B,TN,low,0,0
Estrella,Bachman,B,NV,low,0,0
Lucina,Daufeldt,A,WA,low,0,1
Lucy,Arias,A,GA,low,0,0
Chauncey,Wiklund,B,CA,medium,0,0
Tresa,Vanheusen,A,WI,low,0,0
Carlee,Bookamer,B,MA,low,0,0
Cordelia,Mugnolo,B,IL,low,0,0
Leatha,Gato,A,NJ,low,0,0
Ronny,Wenner,B,TN,low,0,0
Jennifer,Schirpke,A,WI,low,0,0
Billye,Kohnert,A,CA,low,1,0
Pete,Westerbeck,B,NJ,low,0,0
Selma,Hanafan,A,CA,low,1,0
Maile,Ryser,A,KS,medium,0,0
Benedict,Discipio,A,NY,medium,0,1
Melissa,Kulzer,A,CA,low,0,1
Gail,Maynerich,B,KS,low,0,0
Alishia,Sayaphon,A,NJ,low,1,0
Salena,Sergi,A,CA,medium,0,0
Dulce,Bergesen,A,ME,low,1,0
An,Rhymes,A,MN,medium,0,0
Laticia,Kulzer,A,GA,low,0,0
Frederica,Discipio,B,NH,low,0,0
Refugia,Rulapaugh,A,CA,low,0,0
Cassi,Harabedian,A,CA,low,0,0
Talia,Kardas,A,NY,low,0,1
Tresa,Kusko,A,OH,low,0,0
Delmy,Kines,A,CA,low,0,0
Rasheeda,Silvestrini,A,PA,low,1,0
Dominque,Angalich,B,MI,low,0,0
Linn,Louissant,B,TX,low,0,0
Bernardo,Cryer,A,OK,low,0,0
Lenna,Tromblay,B,OH,low,0,0
Malinda,Rochin,A,MN,low,1,0
Arminda,Dewar,A,OH,low,0,1
Jina,Sama,A,IL,low,0,0
Fausto,Barfield,A,NJ,low,0,0
Jovita,Vanausdal,B,OH,low,0,0
Ressie,Hixenbaugh,A,WI,low,0,0
Lettie,Gobern,A,CA,medium,0,0
Lashaunda,Maybury,A,CA,low,0,0
Corinne,Chavous,B,FL,low,0,0
Truman,Paa,A,WA,medium,0,0
Kasandra,Sarao,A,CA,low,1,0
Marge,Eroman,B,KY,low,0,0
Gwenn,Meteer,A,PA,low,0,1
Joanna,Cousey,A,WA,low,0,0
Raymon,Diestel,A,KY,low,0,0
Yoko,Tomasulo,B,NY,low,0,0
Carin,Jeanty,A,CA,low,0,0
Jeanice,Foller,B,OR,low,1,0
Mitsue,Yori,A,CA,low,0,1
Salome,Dorshorst,A,TX,low,0,0
Maurine,Butzen,B,NJ,low,0,0
Cyndy,Demesa,B,MN,low,0,0
Ronny,Honeywell,B,NY,low,0,0
Blair,Benimadho,A,RI,low,0,1
Louvenia,Halsey,A,CA,medium,1,0
Kristofer,Cetta,A,NY,low,0,0
Weldon,Shealy,A,IL,low,1,0
Sheron,Weglarz,B,NJ,low,0,0
An,Honeywell,A,NY,low,0,1
Salena,Kalafatis,A,IL,low,0,0
Nelida,Modzelewski,B,SC,low,0,0
Chantell,Duenas,A,OH,low,1,0
Alyce,Castros,B,CT,low,0,0
Filiberto,Sweely,A,CO,low,0,0
Dorothy,Restrepo,B,MD,medium,0,0
Valentine,Toelkes,B,DC,low,0,0
Renea,Meteer,B,HI,low,1,0
Lorrie,Timenez,B,TX,low,0,0
Lashandra,Jeanty,B,NY,low,0,0
Thaddeus,Husser,B,MD,low,0,0
Jose,Zepp,B,OH,low,0,0
Angella,Engelberg,A,GA,low,0,1
Amie,Callaro,B,FL,low,0,0
Merissa,Colaizzo,A,OH,low,0,1
Mari,Rauser,A,NJ,low,0,0
Kasandra,Marrier,A,NY,medium,0,0
Margart,Miceli,A,CA,high,0,0
Bulah,Boulter,B,MI,low,0,0
Gary,Bowley,B,WI,low,0,0
Lonna,Samu,B,IN,low,1,0
Weldon,Ferencz,A,GA,low,0,0
Francine,Swayze,A,OH,low,0,0
Mollie,Strassner,A,MI,low,1,1
Maryann,Halter,B,PA,medium,0,0
Loren,Saras,B,NY,low,0,1
Abel,Discipio,B,FL,low,0,0
Luisa,Campain,A,NY,low,0,0
Antione,Burnard,B,NV,high,0,0
Quentin,Schemmer,B,RI,low,0,0
Latrice,Heimann,A,PA,low,0,0
Quentin,Tegarden,B,ID,low,1,1
Jose,Riopelle,A,IL,low,0,0
Belen,Loader,B,VA,low,1,0
Benedict,Giguere,A,CA,low,0,0
Lonny,Klonowski,A,PA,low,0,0
Bernardo,Blackwood,A,NY,low,0,0
Georgene,Yaw,B,NJ,low,0,0
Arminda,Giguere,A,IN,low,0,0
Sue,Weglarz,A,AZ,low,0,0
Yvonne,Slusarski,B,IL,low,0,0
Jerry,Schmierer,A,MI,low,0,0
Cyndy,Fortino,B,PA,low,1,0
Meaghan,Morocco,A,NJ,low,1,0
Clorinda,Marrier,A,CO,low,1,0
Denise,Claucherty,B,MN,low,0,1
Norah,Keener,B,CA,low,0,0
Iluminada,Canlas,B,NJ,low,0,0
Lizbeth,Benimadho,A,NV,low,1,0
Detra,Comnick,B,WA,low,0,0
Blair,Brucato,B,PA,low,1,0
Andra,Harnos,B,MD,medium,0,0
Rickie,Jeanty,A,PA,low,0,0
Erinn,Wide,B,FL,medium,0,0
Shonda,Boord,B,CA,low,0,0
Viva,Ruta,A,WI,low,0,0
Nelida,Strassner,B,MD,medium,0,0
Jamal,Shinko,B,CA,low,0,0
Kerry,Silvestrini,A,NY,medium,0,0
Glory,Colaizzo,A,OR,high,0,0
Alesia,Stoltzman,A,NM,low,1,1
Penney,Sengbusch,A,FL,low,0,0
Delisa,Jayson,A,TX,medium,0,0
Georgene,Miro,A,TX,medium,0,0
Cecily,Lizama,A,FL,low,0,0
Deeanna,Dinos,B,PA,low,0,0
Renea,Swayze,B,WA,low,0,0
Scarlet,Dopico,B,CA,low,1,1
Valentine,Bennick,A,TN,low,1,0
Annmarie,Lizama,A,WI,low,1,0
Kate,Hollack,A,IN,low,0,0
Lisha,Rantanen,A,PA,low,0,1
Jacqueline,Waymire,B,TN,low,0,0
Lenna,Berlanga,B,CA,low,0,0
Daniela,Loader,B,IA,low,0,0
Lai,Auber,B,NY,low,0,0
Fabiola,Gotter,A,MD,low,0,0
Lorrie,Regusters,A,WI,low,0,0
Penney,Grenet,A,NJ,low,0,0
Vallie,Perigo,A,AZ,low,0,0
Martina,Motley,A,PA,medium,0,0
Whitley,Vonasek,B,NY,low,0,0
Pete,Maisto,B,AZ,high,0,0
Derick,Vonasek,A,LA,low,0,0
Sharee,Wolny,B,NC,low,0,0
Lonna,Dilliard,A,NJ,low,1,0
Marge,Ennaco,A,TX,high,0,0
Nu,Jeanty,A,IN,low,1,0
Alecia,Mcrae,B,IN,low,1,0
Daren,Boulter,B,IN,low,0,1
Mariann,Marrier,A,NY,low,0,0
Luisa,Kaniecki,A,CA,low,1,0
Garry,Brossart,A,NJ,medium,0,0
Pamella,Abdallah,B,NJ,high,0,0
Shawna,Calvaresi,A,MI,low,1,0
Iluminada,Pedrozo,A,CA,medium,0,0
Gail,Engelberg,A,NJ,low,0,0
Oretha,Bilden,B,NY,low,0,0
Sheridan,Perin,A,LA,low,0,0
Charlene,Keener,B,CA,low,0,0
Twana,Nayar,B,KS,low,0,0
Keneth,Benimadho,B,IL,medium,0,0
Izetta,Zagen,B,HI,low,0,0
Vallie,Estell,A,NJ,low,0,0
Erinn,Dilello,B,FL,low,0,0
Blondell,Burnard,B,AZ,low,0,0
Reita,Parlato,B,SD,low,0,0
Gladys,Loader,B,AK,low,0,0
Gayla,Springe,A,CA,low,0,1
Mireya,Leto,B,GA,medium,0,0
Lai,Spickerman,B,NY,low,0,0
Stephen,Frankel,A,NY,low,0,0
Staci,Farrar,A,MD,low,0,0
Ciara,Ruta,B,NJ,low,0,0
Antione,Vizarro,B,CA,low,0,0
Weldon,Lizama,B,NY,low,0,1
Fletcher,Klusman,B,CA,low,1,0
Chanel,Gleich,A,NJ,low,1,0
Ahmed,Linahan,A,IL,low,0,0
Weldon,Kusko,A,VA,medium,0,0
Eun,Amyot,A,NJ,low,0,1
Lenna,Layous,B,TX,low,1,0
Sharika,Lorens,A,FL,low,0,0
Kiley,Gehrett,A,CA,low,0,0
Golda,Zagen,A,NJ,low,0,0
Devora,Borgman,B,CA,low,0,0
Mireya,Haufler,B,MO,low,0,0
Ryan,Schmierer,A,AR,low,0,0
Rolande,Loader,B,CA,low,1,0
Deandrea,Borgman,A,TX,low,0,0
Xochitl,Loader,A,CA,medium,1,0
Joanna,Vizarro,A,MA,low,0,0
Tresa,Harabedian,A,OH,low,0,0
Gilma,Wenzinger,A,WI,low,0,0
Jutta,Tjepkema,B,RI,low,0,0
Iluminada,Jillson,A,CA,low,0,0
Lenna,Bolognia,A,CA,low,0,0
Alishia,Scheyer,B,CA,low,0,0
Leota,Bennick,B,CO,low,0,0
Vallie,Reiber,A,NE,low,0,0
Bok,Weight,B,PA,low,0,0
Maryann,Samu,B,AK,medium,0,1
Daniel,Fillingim,A,ID,low,0,0
Portia,Gotter,A,MA,low,0,0
Fatima,Munns,B,WA,low,1,0
Nu,Martabano,B,CA,low,0,0
Daniel,Knipp,B,GA,low,0,0
Denise,Lipkin,A,TX,low,0,0
Chau,Buvens,B,NC,low,1,0
Blair,Drymon,B,MA,low,0,0
Layla,Berray,A,NJ,low,0,0
Kimbery,Cetta,A,NJ,low,0,0
Leatha,Eschberger,A,WA,low,1,1
Kristofer,Matuszak,B,IL,high,0,0
Valentine,Nestle,A,OH,low,1,0
Fernanda,Stockham,B,CA,medium,0,0
Myra,Bennick,B,NM,low,0,0
Alaine,Scriven,A,TN,low,1,0
Filiberto,Eanes,A,FL,low,0,0
Ressie,Inouye,A,MD,low,0,0
Minna,Smith,B,NJ,low,0,0
Elza,Devreese,B,NJ,low,0,0
Glenn,Madarang,A,FL,low,0,0
Lashandra,Darakjy,A,CA,low,0,0
Cathrine,Haufler,B,NY,low,0,1
Gearldine,Latzke,B,NY,low,0,0
Carmela,Royster,A,NY,low,0,0
Lavonna,Bennick,B,IN,low,0,0
Karan,Burnard,B,CA,low,1,0
Meaghan,Stoltzman,A,MS,low,1,1
Karan,Restrepo,A,MN,low,0,1
Sharen,Klonowski,A,CA,low,0,0
Noah,Klimek,B,CA,low,0,0
Scarlet,Samu,A,IL,high,0,1
Ammie,Ostolaza,A,MD,low,1,0
Belen,Fillingim,B,FL,low,1,0
Louisa,Tolfree,B,NJ,low,0,0
Laurel,Corrington,B,NY,low,0,0
